Sequences_in_db   Taxonomy
1	Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas_reinhardtii
1	Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Hyalomonas;Hyalomonas_oviformis
1	Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Polytoma;Polytoma_obtusum
1	Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Dunaliellaceae;Dunaliella;Dunaliella_salina
1	Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Dunaliellaceae;Dunaliella;Dunaliella_tertiolecta
1	Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Pleurastraceae;Pleurastrum;Pleurastrum_terricola
2	Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvocaceae;Gonium;Gonium_pectorale
1	Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvocaceae;Pandorina;Pandorina_morum
1	Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvocaceae;Pleodorina;Pleodorina_starrii
2	Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvocaceae;Volvox;Volvox_carteri
1	Eukaryota;Chlorophyta;Chlorophyceae;Chlorophyceae_X;Chlorophyceae_XX;Chlorophyceae_XXX;Chlorophyceae_sp_BCPCC1VF5A
1	Eukaryota;Chlorophyta;Chlorophyceae;Chlorosarcinales;Chlorosarcinaceae;Chlorosarcina;Chlorosarcina_brevispinosa
1	Eukaryota;Chlorophyta;Chlorophyceae;Chlorosarcinales;Chlorosarcinaceae;Chlorosarcinopsis;Chlorosarcinopsis_eremi
2	Eukaryota;Chlorophyta;Chlorophyceae;Chlorosarcinales;Chlorosarcinaceae;Chlorosarcinopsis;Chlorosarcinopsis_sp_A_KF2011
2	Eukaryota;Chlorophyta;Chlorophyceae;Oedogoniales;Oedogoniaceae;Oedogonium;Oedogonium_cardiacum
6	Eukaryota;Chlorophyta;Chlorophyceae;Phaeophilales;Phaeophilaceae;Phaeophila;Phaeophila_dendroides
1	Eukaryota;Chlorophyta;Chlorophyceae;Phaeophilales;Phaeophilaceae;Phaeophila;Phaeophila_sp_TS1583
10	Eukaryota;Chlorophyta;Chlorophyceae;Phaeophilales;Phaeophilaceae;Phaeophilaceae_X;uncultured_Phaeophilaceae
2	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus_aerius
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus_bohemiensis
2	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus_bullatus
2	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus_cohaerens
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus_deserticola
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus_giganteus
2	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus_glacialis
2	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus_minor
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus_occidentalis
2	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus_polaris
3	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus_pseudominor
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus_ruber
2	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;Bracteacoccus_xerophilus
3	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Chromochloridaceae;Chromochloris;Chromochloris_zofingiensis
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Dictyochloridaceae;Dictyochloris;Dictyochloris_fragrans
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Dictyococcaceae;Dictyococcus;Dictyococcus_varians
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Hydrodictyaceae;Pediastrum;Pediastrum_duplex
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Mychonastaceae;Mychonastes;Mychonastes_homosphaera
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Neochloridaceae;Chlorotetraedron;Chlorotetraedron_incus
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Neochloridaceae;Neochloris;Neochloris_aquatica
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Pseudomuriellaceae;Pseudomuriella;Pseudomuriella_aurantiaca
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Pseudomuriellaceae;Pseudomuriella;Pseudomuriella_cubensis
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Pseudomuriellaceae;Pseudomuriella;Pseudomuriella_engadinensis
2	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Pseudomuriellaceae;Pseudomuriella;Pseudomuriella_schumacherensis
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Radiococcaceae;Follicularia;Follicularia_botryoides
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Radiococcaceae;Follicularia;Follicularia_texensis
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Radiococcaceae;Neocystis;Neocystis_brevis
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Radiococcaceae;Radiococcus;Radiococcus_polycoccus
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Rotundellaceae;Rotundella;Rotundella_rotunda
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Rotundellaceae;Rotundella;Rotundella_sp_BCPZNP1VF31
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Flechtneria;Flechtneria_rotunda
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Hariotina;Hariotina_reticulata
3	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Tetradesmus;Tetradesmus_bajacalifornicus
2	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Tetradesmus;Tetradesmus_deserticola
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Tetradesmus;Tetradesmus_obliquus
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Schizochlamydaceae;Planktosphaeria;Planktosphaeria_gelatinosa
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Schizochlamydaceae;Schizochlamys;Schizochlamys_gelatinosa
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Schroederiaceae;Schroederia;Schroederia_setigera
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Ankistrodesmus;Ankistrodesmus_falcatus
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Kirchneriella;Kirchneriella_aperta
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleaceae;Ankyra;Ankyra_judayi
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Sphaeropleaceae;Sphaeroplea;Sphaeroplea_robusta
1	Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Tumidellaceae;Tumidella;Tumidella_tumida
1	Eukaryota;Chlorophyta;Chlorophyta_X;Chlorophyta_XX;Pycnococcaceae;Pseudoscourfieldia;Pseudoscourfieldia_marina
1	Eukaryota;Chlorophyta;Chlorophyta_X;Chlorophyta_XX;Pycnococcaceae;Pycnococcus;Pycnococcus_provasolii
1	Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_primus
2	Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus_prasinos
4	Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_tauri
1	Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Mantoniella;Mantoniella_squamata
2	Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_commoda
2	Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_pusilla
1	Eukaryota;Chlorophyta;Mamiellophyceae;Monomastigales;Monomastigaceae;Monomastix;Monomastix_sp_OKE1
1	Eukaryota;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmidaceae;Nephroselmis;Nephroselmis_astigmatica
1	Eukaryota;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;Nephroselmidaceae;Nephroselmis;Nephroselmis_olivacea
1	Eukaryota;Chlorophyta;Palmophyllophyceae;Palmophyllales;Palmophyllaceae;Verdigellas;Verdigellas_peltata
1	Eukaryota;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcaceae;Prasinococcus;Prasinococcus_capsulatus
1	Eukaryota;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcaceae;Prasinococcus;Prasinococcus_sp_CCMP1194
1	Eukaryota;Chlorophyta;Pedinophyceae;Marsupiomonadales;Marsupiomonadaceae;Marsupiomonas;Marsupiomonas_sp_NIES_1824
1	Eukaryota;Chlorophyta;Pedinophyceae;Pedinomonadales;Pedinomonadaceae;Pedinomonas;Pedinomonas_minor
1	Eukaryota;Chlorophyta;Pedinophyceae;Pedinomonadales;Pedinomonadaceae;Pedinomonas;Pedinomonas_tuberculata
1	Eukaryota;Chlorophyta;Pedinophyceae;Pedinophyceae_X;Pedinophyceae_XX;Pedinophyceae_XXX;Pedinophyceae_sp_YPF701
1	Eukaryota;Chlorophyta;Pedinophyceae;Pedinophyceae_X;Pedinophyceae_XX;Pedinophyceae_XXX;uncultured_Pedinophyceae
1	Eukaryota;Chlorophyta;Picocystophyceae;Picocystales;Picocystaceae;Picocystis;Picocystis_salinarum
1	Eukaryota;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pterosperma;Pterosperma_cristatum
1	Eukaryota;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;Pyramimonas_disomata
1	Eukaryota;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas;Pyramimonas_parkeae
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Auxenochlorella;Auxenochlorella_protothecoides
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;Chlorella_sorokiniana
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;Chlorella_sp_2009100806
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;Chlorella_sp_ArM0029B
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;Chlorella_sp_n1a
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;Chlorella_variabilis
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;Chlorella_vulgaris
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Dicloster;Dicloster_acuatus
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Geminella;Geminella_minor
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Helicosporidium;Helicosporidium_sp_ex_Simulium_jonesi
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Marvania;Marvania_geminata
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Parachlorella;Parachlorella_kessleri
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Prototheca;Prototheca_wickerhamii
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Pseudochlorella;Pseudochlorella_pringsheimii
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Pseudochlorella;Pseudochlorella_signiensis
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Pseudochloris;Pseudochloris_wilhelmii
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Binuclearia;Binuclearia_lauterbornii
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Eremosphaera;Eremosphaera_viridis
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Hemichloris;Hemichloris_antarctica
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Neglectella;Neglectella_solitaria
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Oocystaceae;Pseudococcomyxa;Pseudococcomyxa_simplex
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Microthamniales;Microthamniaceae;Fusochloris;Fusochloris_perforata
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Microthamniales;Microthamniaceae;Microthamnion;Microthamnion_kuetzingianum
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Koliellaceae;Koliella;Koliella_corcontica
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Koliellaceae;Koliella;Koliella_longiseta
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Edaphochlorella;Edaphochlorella_mirabilis
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiola;Prasiola_antarctica
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiola;Prasiola_borealis
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiola;Prasiola_calophylla
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiola;Prasiola_crispa
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiola;Prasiola_furfuracea
5	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiola;Prasiola_meridionalis
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiola;Prasiola_novaezelandiae
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiola;Prasiola_sp_1GWS
3	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiola;Prasiola_stipitata
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiola;Prasiola_yunnanica
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Prasiolopsis;Prasiolopsis_sp_SAG_8481
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Rosenvingiella;Rosenvingiella_radicans
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolaceae;Rosenvingiellopsis;Rosenvingiellopsis_constricta
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Stichococcaceae;Stichococcus;Stichococcus_bacillaris
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;Stichococcaceae;Tetratostichococcus;Tetratostichococcus_jenerensis
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiales;Trebouxiaceae;Lobosphaera;Lobosphaera_incisa
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiales;Trebouxiaceae;Myrmecia;Myrmecia_israelensis
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiales;Trebouxiaceae;Parietochloris;Parietochloris_pseudoalveolaris
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiales;Trebouxiaceae;Symbiochloris;Symbiochloris_handae
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiales;Trebouxiaceae;Trebouxia;Trebouxia_aggregata
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae_X;Coccomyxaceae;Paradoxia;Paradoxia_multiseta
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae_X;Trebouxiophyceae_XX;Botryococcus;Botryococcus_braunii
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae_X;Trebouxiophyceae_XX;Choricystis;Choricystis_parasitica
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae_X;Trebouxiophyceae_XX;Coccomyxa;Coccomyxa_subellipsoidea
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae_X;Trebouxiophyceae_XX;Elliptochloris;Elliptochloris_bilobata
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae_X;Trebouxiophyceae_XX;Trebouxiophyceae_XXX;Trebouxiophyceae_sp_MXAZ01
2	Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiophyceae_X;Trebouxiophyceae_XX;Xylochloris;Xylochloris_irregularis
1	Eukaryota;Chlorophyta;Trebouxiophyceae;Watanabeales;Watanabeales_X;Watanabea;Watanabea_reniformis
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsidaceae_X;Bryopsidaceae_sp_TS0059ARS1788
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsidaceae_X;Bryopsidaceae_sp_TS0395
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsidaceae_X;uncultured_Bryopsis
2	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsidaceae_X;uncultured_Pseudochlorodesmis
2	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_corticulans
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_corymbosa
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_foliosa
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_hypnoides
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_maxima
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_muscosa
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_myosuroides
3	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_plumosa
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_sp_1GWS
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_sp_20_FL2013
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_sp_21_FL2013
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_sp_24_FL2013
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_sp_28_FL2013
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_sp_2_FL2013
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_sp_9_FL2013
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;Bryopsis_sp_TS1192
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Pseudochlorodesmis;Pseudochlorodesmis_sp_ARS0604
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Pseudochlorodesmis;Pseudochlorodesmis_sp_HV1204
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Pseudochlorodesmis;Pseudochlorodesmis_sp_TS0539
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Pseudochlorodesmis;Pseudochlorodesmis_sp_TS0540
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Pseudochlorodesmis;Pseudochlorodesmis_sp_TS1523
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Pseudochlorodesmis;Pseudochlorodesmis_sp_TS1650
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Pseudochlorodesmis;Pseudochlorodesmis_sp_TS1697
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Pseudoderbesia;Pseudoderbesia_sp_HV03339
1	Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Pseudoderbesia;Pseudoderbesia_sp_TS1915
