superkingdom	kingdom	phylum	class	order	genus	species
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	Aliivibrio_wodanis
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium_phosphoreum
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium_profundum
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_alginolyticus
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_anguillarum
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_antiquarius
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_atlanticus
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_campbellii
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_cholerae
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_coralliilyticus
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_diazotrophicus
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_furnissii
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_nigripulchritudo
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_parahaemolyticus
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_sp_EJY3
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_tubiashii
Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_vulnificus
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Dyella_japonica
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Dyella_jiangningensis
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Frateuria	Frateuria_aurantia
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter_denitrificans
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas_spadix
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	Pseudoxanthomonas_suwonensis
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas_maltophilia
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas_rhizophila
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_albilineans
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_axonopodis
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_campestris
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_citri
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_euvesicatoria
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_oryzae
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_translucens
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella_fastidiosa
Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Rhodothermus	Rhodothermus_marinus
Bacteria	Rhodothermota	Rhodothermia	Rhodothermales	Salinibacteraceae	Salinibacter	Salinibacter_ruber
Bacteria	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira_hyodysenteriae
Bacteria	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira_intermedia
Bacteria	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira_murdochii
Bacteria	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira_pilosicoli
Bacteria	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira_biflexa
Bacteria	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira_borgpetersenii
Bacteria	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira_interrogans
Bacteria	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira_santarosai
Bacteria	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Turneriella	Turneriella_parva
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia_crocidurae
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia_hermsii
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia_lonestari
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia_miyamotoi
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia_parkeri
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia_recurrentis
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella_afzelii
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella_burgdorferi
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella_valaisiana
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Breznakiellaceae	Gracilinema	Gracilinema_caldarium
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Breznakiellaceae	Leadbettera	Leadbettera_azotonutricia
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Parasphaerochaeta	Parasphaerochaeta_coccoides
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Sphaerochaeta	Sphaerochaeta_globosa
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Sphaerochaeta	Sphaerochaeta_pleomorpha
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira	Salinispira_pacifica
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	Sediminispirochaeta_smaragdinae
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta_africana
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta_aurantia
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta_thermophila
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_brennaborense
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_denticola
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_pallidum
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_pedis
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_primitia
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_putidum
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_sp_OMZ_838
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema_succinifaciens
Bacteria	Synergistota	Synergistia	Synergistales	Acetomicrobiaceae	Acetomicrobium	Acetomicrobium_mobile
Bacteria	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	Aminobacterium	Aminobacterium_colombiense
Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio	Thermanaerovibrio_acidaminovorans
Bacteria	Synergistota	Synergistia	Synergistales	Thermovirgaceae	Thermovirga	Thermovirga_lienii
Bacteria	Thermodesulfobacteriota	Desulfarculia	Desulfarculales	Desulfarculaceae	Desulfarculus	Desulfarculus_baarsii
Bacteria	Thermodesulfobacteriota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	Desulfobacca_acetoxidans
Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfatibacillaceae	Desulfatibacillum	Desulfatibacillum_aliphaticivorans
Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula	Desulfobacula_toluolica
Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulforapulum	Desulforapulum_autotrophicum
Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteriaceae	Desulfobacterium	uncultured_Desulfobacterium_sp
Bacteria	Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosudaceae	Desulfosudis	Desulfosudis_oleivorans
Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus_propionicus
Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfurivibrio	Desulfurivibrio_alkaliphilus
Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa	Desulfocapsa_sulfexigens
Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfotalea	Desulfotalea_psychrophila
Bacteria	Thermodesulfobacteriota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	Desulfomonile_tiedjei
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfohalobiaceae	Desulfohalobium	Desulfohalobium_retbaense
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	Desulfomicrobium_baculatum
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvibacter	Desulfocurvibacter_africanus
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Lawsonia_intracellularis
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	Maridesulfovibrio_hydrothermalis
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	Maridesulfovibrio_salexigens
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	Maridesulfovibrio_sp
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Megalodesulfovibrio	Megalodesulfovibrio_gigas
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Nitratidesulfovibrio	Nitratidesulfovibrio_vulgaris
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Oleidesulfovibrio	Oleidesulfovibrio_alaskensis
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Pseudodesulfovibrio_aespoeensis
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Pseudodesulfovibrio_mercurii
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Pseudodesulfovibrio	Pseudodesulfovibrio_piezophilus
Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Solidesulfovibrio	Solidesulfovibrio_magneticus
Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter_propionicus
Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geoalkalibacteraceae	Geoalkalibacter	Geoalkalibacter_subterraneus
Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea_carbinolica
Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans	Citrifermentans_bemidjiense
Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Geobacter_metallireducens
Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Geobacter_pickeringii
Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Geobacter_sulfurreducens
Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	uncultured_Geobacter_sp
Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geotalea	Geotalea_daltonii
Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geotalea	Geotalea_uraniireducens
Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Trichlorobacter	Trichlorobacter_lovleyi
Bacteria	Thermodesulfobacteriota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus	Syntrophus_aciditrophicus
Bacteria	Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_fumaroxidans
Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfatatoraceae	Thermodesulfatator	Thermodesulfatator_indicus
Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium_commune
Bacteria	Thermodesulfobacteriota	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfobacterium	Thermodesulfobacterium_geofontis
Bacteria	Thermodesulfobiota	Thermodesulfobiia	Thermodesulfobiales	Thermodesulfobiaceae	Thermodesulfobium	Thermodesulfobium_narugense
Bacteria	Thermomicrobiota	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	Sphaerobacter_thermophilus
Bacteria	Thermomicrobiota	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_roseum
Bacteria	Thermotogota	Thermotogae	Kosmotogales	Kosmotogaceae	Kosmotoga	Kosmotoga_olearia
Bacteria	Thermotogota	Thermotogae	Kosmotogales	Kosmotogaceae	Kosmotoga	Kosmotoga_pacifica
Bacteria	Thermotogota	Thermotogae	Kosmotogales	Kosmotogaceae	Mesotoga	Mesotoga_prima
Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga	Marinitoga_piezophila
Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga	Petrotoga_mobilis
Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium_islandicum
Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium_nodosum
Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium_pennivorans
Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	Thermosipho_africanus
Bacteria	Thermotogota	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho	Thermosipho_melanesiensis
Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	Pseudothermotoga_elfii
Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	Pseudothermotoga_hypogea
Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	Pseudothermotoga_thermarum
Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_caldifontis
Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_maritima
Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_neapolitana
Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_profunda
Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga_sp_RQ2
Bacteria	Verrucomicrobiota	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum_ex_Ratnadevi_et_al_2023	Candidatus_Methylacidiphilum_fumarolicum
Bacteria	Verrucomicrobiota	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum_ex_Ratnadevi_et_al_2023	Candidatus_Methylacidiphilum_infernorum
Bacteria	Verrucomicrobiota	Opitutae	Opitutales	Opitutaceae	Opitutaceae_X	Opitutaceae_bacterium_TAV5
Bacteria	Verrucomicrobiota	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus_terrae
Bacteria	Verrucomicrobiota	Opitutae	Puniceicoccales	Coraliomargaritaceae	Coraliomargarita	Coraliomargarita_akajimensis
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia_muciniphila
Bacteria	Verrucomicrobiota	Verrucomicrobiota_X	Verrucomicrobiota_XX	Verrucomicrobiota_XXX	Verrucomicrobiota_XXXX	Verrucomicrobia_bacterium_IMCC26134
Bacteria	candidate_division_NC10	candidate_division_NC10_X	candidate_division_NC10_XX	candidate_division_NC10_XXX	Methylomirabilis	Candidatus_Methylomirabilis_oxyfera
Bacteria	candidate_division_WWE3	candidate_division_WWE3_X	candidate_division_WWE3_XX	candidate_division_WWE3_XXX	candidate_division_WWE3_XXXX	candidate_division_WWE3_bacterium_RAAC2WWE31
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Haemoproteidae	Haemoproteus	Haemoproteus_minchini
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Leucocytozoidae	Leucocytozoon	Leucocytozoon_caulleryi
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_atheruri
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_berghei
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_chabaudi
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_coatneyi
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_cynomolgi
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_falciparum
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_fieldi
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_fragile
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_gallinaceum
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_gonderi
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_hylobati
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_inui
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_juxtanucleare
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_knowlesi
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_ovale
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_relictum
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_simiovale
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_vinckei
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_vivax
Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium_yoelii
Eukaryota	Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia_bigemina
Eukaryota	Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia_caballi
Eukaryota	Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia_microti
Eukaryota	Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia_naoakii
Eukaryota	Apicomplexa	Aconoidasida	Piroplasmida	Babesiidae	Babesia	Babesia_ovata
Eukaryota	Apicomplexa	Aconoidasida	Piroplasmida	Theileriidae	Theileria	Theileria_orientalis
Eukaryota	Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria_tenella
Eukaryota	Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Neospora	Neospora_caninum
Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_oryzae
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	Bacillaria_paxillifer
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_closterium
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_cylindrus
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_anatoliensis
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_dubiiformis
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_ovalis
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_palea
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_supralitorea
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_traheaformis
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Psammodictyon	Psammodictyon_constrictum
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia_americana
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia_cuspidata
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia_delicatissima
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia_hainanensis
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia_micropora
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia_multiseries
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia_multistriata
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia_pungens
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia_simulans
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia_sp.
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Tryblionella	Tryblionella_apiculata
Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariophyceae_X	Entomoneidaceae	Entomoneis	Entomoneis_sp
Eukaryota	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Didymosphenia	Didymosphenia_geminata
Eukaryota	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphoneis	Gomphoneis_minuta
Eukaryota	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	Gomphonema_parvulum
Eukaryota	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	Eunotia_naegelii
Eukaryota	Bacillariophyta	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Aneumastus	Aneumastus_albanicus
Eukaryota	Bacillariophyta	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Aneumastus	Aneumastus_macedonicus
Eukaryota	Bacillariophyta	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Aneumastus	Aneumastus_ohridanus
Eukaryota	Bacillariophyta	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Aneumastus	Aneumastus_pseudoapiculatus
Eukaryota	Bacillariophyta	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Aneumastus	Aneumastus_rhombicus
Eukaryota	Bacillariophyta	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Aneumastus	Aneumastus_rostratus
Eukaryota	Bacillariophyta	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Aneumastus	Aneumastus_stroesei
Eukaryota	Bacillariophyta	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Aneumastus	Aneumastus_subapiculatus
Eukaryota	Bacillariophyta	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Aneumastus	Aneumastus_tusculus
Eukaryota	Bacillariophyta	Bacillariophyceae	Mastogloiales	Mastogloiaceae	Mastogloia	Mastogloia_dansei
Eukaryota	Bacillariophyta	Bacillariophyceae	NA	Entomoneidaceae	Entomoneis	Entomoneis_sp.
Eukaryota	Bacillariophyta	Bacillariophyceae	NA	NA	NA	Bacillariophyceae_sp._GWS021863
Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Halamphora	Halamphora_americana
